Title,"Video Directory","1080p URL","720p URL","360p URL","File Name 720p","Audio Directory","Audio URL","Document Directory","Document URL",Category,"Release Date","YouTube URL",GUID
"My New Life","/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/mormon-channel/mormon-messages-2010/2010-05-10-my-new-life-720p-eng.mp4,,2010-05-10-my-new-life-720p-eng.mp4,,,,,2010,20150713,http://youtu.be/KHDvxPjsm8E,0E2E94175-234A-4BBE-B38A-A82D0C9AA801A
"Until We Meet Again","/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/mormon-channel/mormon-messages-2010/2010-05-11-until-we-meet-again-720p-eng.mp4,,2010-05-11-until-we-meet-again-720p-eng.mp4,,,,,2010,20150713,http://youtu.be/JiRc84kihRM,511FD47F-5751-4D58-9D75-20E90F845FC7F
"Good Things to Come","/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/mormon-channel/mormon-messages-2010/2010-05-12-good-things-to-come-720p-eng.mp4,,2010-05-12-good-things-to-come-720p-eng.mp4,,,,,2010,20150713,http://youtu.be/8nczw6xHJ0I,0DC80844F-94B5-45E9-9EAB-BA600DD5F5F59
"Mothers and Daughters","/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/youth/mormon-messages-for-youth-2010/2010-06-0070-mothers-and-daughters-720p-eng.mp4,,2010-06-0070-mothers-and-daughters-720p-eng.mp4,,,,,2010,20150713,,09971E1CB-520F-4090-A245-E36F0DF414830
"Fathers and Sons","/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/youth/mormon-messages-for-youth-2010/2010-06-0080-fathers-and-sons-720p-eng.mp4,,2010-06-0080-fathers-and-sons-720p-eng.mp4,,,,,2010,20150713,,0CCAE49A3-0153-49F8-97CE-DB950BC5AB638
"Easily Guided","/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/youth/from-every-nation-2010/2010-06-02-easily-guided-720p-eng.mp4,,2010-06-02-easily-guided-720p-eng.mp4,,,,,2010,20150713,,0FC7806F9-C37A-485E-A216-0ED90C32C0DB4
"No Regrets","/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/youth/from-every-nation-2010/2010-07-0001-no-regrets-720p-eng.mp4,,2010-07-0001-no-regrets-720p-eng.mp4,,,,,2010,20150713,http://youtu.be/BatMe89qYmQ,721D0E1F-52B3-49A2-B6B2-FD3D0E1F8412E
"Forgiveness: My Burden Was Made Light","/Videos/Mormon Messages/2010",http://media2.ldscdn.org/assets/mormon-channel/mormon-messages-2010/2010-07-14-forgiveness-my-burden-was-made-light-1080p-eng.mp4,http://media2.ldscdn.org/assets/mormon-channel/mormon-messages-2010/2010-07-14-forgiveness-my-burden-was-made-light-720p-eng.mp4,http://media2.ldscdn.org/assets/mormon-channel/mormon-messages-2010/2010-07-14-forgiveness-my-burden-was-made-light-360p-eng.mp4,2010-07-14-forgiveness-my-burden-was-made-light-720p-eng.mp4,,,,,2010,20150713,http://youtu.be/E7zwQ_7q-fU,091797A5B-F36D-4CB4-9DCE-DB620E71B6233
"Two Brothers Apart","/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/youth/from-every-nation-2010/2010-08-0002-two-brothers-apart-480p-eng.mp4,,2010-08-0002-two-brothers-apart-480p-eng.mp4,,,,,2010,20150713,,192A90E0-9E03-4ED6-9624-6CAD112C5EDA
"Parenting: Touching the Hearts of Our Youth","/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/mormon-channel/mormon-messages-2010/2010-08-15-parenting-touching-the-hearts-of-our-youth-720p-eng.mp4,,2010-08-15-parenting-touching-the-hearts-of-our-youth-720p-eng.mp4,,,,,2010,20150713,,1E26A688-0316-48C7-BDB5-0ED971309F55
"Voice of the Spirit","/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/mormon-channel/mormon-messages-2010/2010-08-16-voice-of-the-spirit-720p-eng.mp4,,2010-08-16-voice-of-the-spirit-720p-eng.mp4,,,,,2010,20150713,http://youtu.be/VPbDZnrxBLM,094ECA7C6-982E-4B28-A97A-59FD09FAE4D6B
"For Madison","/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/youth/from-every-nation-2010/2010-09-0090-for-madison-720p-eng.mp4,,2010-09-0090-for-madison-720p-eng.mp4,,,,,2010,20150713,,0E6EB586D-404D-4871-91F6-73DF63964AF8
"The Missing Piece","/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/mormon-channel/mormon-messages-2010/2010-09-17-the-missing-piece-720p-eng.mp4,,2010-09-17-the-missing-piece-720p-eng.mp4,,,,,2010,20150713,http://youtu.be/foz1eaHRXjE,696A5570-DA6E-46B2-A35F-64D466098E35
"Continue in Patience","/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/mormon-channel/mormon-messages-2010/2010-09-18-continue-in-patience-720p-eng.mp4,,2010-09-18-continue-in-patience-720p-eng.mp4,,,,,2010,20150713,,35988E38-59BD-44B9-B41A-4F7D0C1096DC0
"Sharing the Light of Christ","/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/youth/from-every-nation-2010/2010-10-0100-sharing-the-light-of-christ-720p-eng.mp4,,2010-10-0100-sharing-the-light-of-christ-720p-eng.mp4,,,,,2010,20150713,,0F0C4C373-1B9B-40D7-AD95-76C00F94E8853
"Reviewing the Lessons of the Past","/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/youth/mormon-messages-for-youth-2010/2010-10-04-reviewing-the-lessons-of-the-past-720p-eng.mp4,,2010-10-04-reviewing-the-lessons-of-the-past-720p-eng.mp4,,,,,2010,20150713,http://youtu.be/ELIa7f3QcaA,0AC9A8FC-A757-4E4C-B41C-93FD3754F435
"No Cussing Club","/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/youth/from-every-nation-2010/2010-11-01-no-cussing-club-720p-eng.mp4,,2010-11-01-no-cussing-club-720p-eng.mp4,,,,,2010,20150713,,0CDE7525B-2BDB-47A4-8B60-FA2D2C382538
"Mormon Mustang","/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/youth/from-every-nation-2010/2010-11-0110-mormon-mustang-720p-eng.mp4,,2010-11-0110-mormon-mustang-720p-eng.mp4,,,,,2010,20150713,,3E216764-B2D0-4BD0-9439-24610CB2A5F88
"Spiritual Vertigo","/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/youth/mormon-messages-for-youth-2010/2010-11-0120-spiritual-vertigo-720p-eng.mp4,,2010-11-0120-spiritual-vertigo-720p-eng.mp4,,,,,2010,20150713,http://youtu.be/wteRcVGlsGI,49C39E9D-0922-44D5-855B-7A2E0F704A2D0
"Thanksgiving Daily","/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/mormon-channel/mormon-messages-2010/2010-11-23-thanksgiving-daily-720p-eng.mp4,,2010-11-23-thanksgiving-daily-720p-eng.mp4,,,,,2010,20150713,http://youtu.be/wi0tqhedHIU,0D34E483C-4588-451C-A4A6-CE8008E52B00D
"A Priesthood Duty","/Videos/Mormon Messages/2010",,http://media2.ldscdn.org/assets/youth/mormon-messages-for-youth-2010/2010-12-0130-a-priesthood-duty-720p-eng.mp4,,2010-12-0130-a-priesthood-duty-720p-eng.mp4,,,,,2010,20150713,,0D2364EF-0233-4E20-A8F4-13F40ECAFA34E
